PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Tennessee,2013,8,X,1.92291,X,X,X,X,X,X,221,53,11493
States,Texas,2013,8,X,3.23762,X,X,X,X,X,X,1247,61,38516
States,Utah,2013,8,X,3.33351,X,X,X,X,X,X,630,46,18899
States,Vermont,2013,8,X,3.04601,X,X,X,X,X,X,94,11,3086
States,Virginia,2013,8,X,3.076,X,X,X,X,X,X,2201,97,71554
States,Washington,2013,8,X,1.3867,X,X,X,X,X,X,88,18,6346
States,West Virginia,2013,8,X,1.69818,X,X,X,X,X,X,247,38,14545
States,Wisconsin,2013,8,X,1.40097,X,X,X,X,X,X,58,33,4140
States,Wyoming,2013,8,X,2.2997,X,X,X,X,X,X,93,21,4044
States,Virgin Islands,2013,8,X,X,X,X,X,X,X,X,X,X,X
States,New York City,2013,8,X,3.40389,X,X,X,X,X,X,3189,74,93687
States,Alabama,2013,9,X,3.39632,X,X,X,X,X,X,408,25,12013
States,Alaska,2013,9,X,1.0296,X,X,X,X,X,X,24,9,2331
States,Arizona,2013,9,X,2.10216,X,X,X,X,X,X,421,32,20027
States,Arkansas,2013,9,X,1.46972,X,X,X,X,X,X,50,15,3402
States,California,2013,9,X,3.70949,X,X,X,X,X,X,1354,123,36501
States,Colorado,2013,9,X,1.44617,X,X,X,X,X,X,331,11,22888
States,Connecticut,2013,9,X,1.52352,X,X,X,X,X,X,69,26,4529
States,Delaware,2013,9,X,1.11643,X,X,X,X,X,X,28,9,2508
States,District of Columbia,2013,9,X,4.42177,X,X,X,X,X,X,91,3,2058
States,Florida,2013,9,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2013,9,X,2.39994,X,X,X,X,X,X,674,42,28084
States,Hawaii,2013,9,X,4.05101,X,X,X,X,X,X,54,15,1333
States,Idaho,2013,9,X,0.918459,X,X,X,X,X,X,41,10,4464
States,Illinois,2013,9,X,2.81471,X,X,X,X,X,X,1194,82,42420
States,Indiana,2013,9,X,2.59448,X,X,X,X,X,X,265,39,10214
States,Iowa,2013,9,X,1.33276,X,X,X,X,X,X,31,12,2326
States,Kansas,2013,9,X,2.04989,X,X,X,X,X,X,143,36,6976
States,Kentucky,2013,9,X,1.0749,X,X,X,X,X,X,250,18,23258
States,Louisiana,2013,9,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2013,9,X,1.09103,X,X,X,X,X,X,64,34,5866
States,Maryland,2013,9,X,2.29801,X,X,X,X,X,X,219,14,9530
States,Massachusetts,2013,9,X,1.30838,X,X,X,X,X,X,358,48,27362
States,Michigan,2013,9,X,2.69076,X,X,X,X,X,X,414,55,15386
States,Minnesota,2013,9,X,1.64868,X,X,X,X,X,X,84,12,5095
States,Mississippi,2013,9,X,5.46707,X,X,X,X,X,X,865,43,15822
States,Missouri,2013,9,X,2.36915,X,X,X,X,X,X,153,24,6458
States,Montana,2013,9,X,0.837277,X,X,X,X,X,X,23,7,2747
States,Nebraska,2013,9,X,4.66401,X,X,X,X,X,X,152,15,3259
States,Nevada,2013,9,X,3.18243,X,X,X,X,X,X,258,25,8107
States,New Hampshire,2013,9,X,0.810214,X,X,X,X,X,X,33,26,4073
States,New Jersey,2013,9,X,2.78825,X,X,X,X,X,X,207,20,7424
States,New Mexico,2013,9,X,2.97593,X,X,X,X,X,X,272,26,9140
States,New York,2013,9,X,2.67505,X,X,X,X,X,X,434,212,16224
States,North Carolina,2013,9,X,1.25905,X,X,X,X,X,X,233,54,18506
States,North Dakota,2013,9,X,6.08997,X,X,X,X,X,X,88,10,1445
States,Ohio,2013,9,X,1.58579,X,X,X,X,X,X,216,41,13621
States,Oklahoma,2013,9,X,4.42518,X,X,X,X,X,X,194,20,4384
States,Oregon,2013,9,X,1.82687,X,X,X,X,X,X,65,14,3558
States,Pennsylvania,2013,9,X,2.56207,X,X,X,X,X,X,452,58,17642
States,Rhode Island,2013,9,X,0.375646,X,X,X,X,X,X,24,20,6389
States,South Carolina,2013,9,X,0.957829,X,X,X,X,X,X,72,16,7517
States,South Dakota,2013,9,X,1.67619,X,X,X,X,X,X,88,19,5250
States,Tennessee,2013,9,X,1.63353,X,X,X,X,X,X,175,50,10713
States,Texas,2013,9,X,3.29329,X,X,X,X,X,X,1272,63,38624
States,Utah,2013,9,X,3.04991,X,X,X,X,X,X,528,42,17312
States,Vermont,2013,9,X,3.56564,X,X,X,X,X,X,110,11,3085
States,Virginia,2013,9,X,3.03836,X,X,X,X,X,X,2205,97,72572
States,Washington,2013,9,X,1.34397,X,X,X,X,X,X,96,17,7143
States,West Virginia,2013,9,X,1.42651,X,X,X,X,X,X,208,37,14581
States,Wisconsin,2013,9,X,0.762361,X,X,X,X,X,X,35,34,4591
States,Wyoming,2013,9,X,1.37017,X,X,X,X,X,X,62,21,4525
States,Virgin Islands,2013,9,X,X,X,X,X,X,X,X,X,X,X
States,New York City,2013,9,X,2.91814,X,X,X,X,X,X,2843,74,97425
States,Alabama,2013,10,X,3.19473,X,X,X,X,X,X,398,25,12458
States,Alaska,2013,10,X,0.57923,X,X,X,X,X,X,14,9,2417
States,Arizona,2013,10,X,1.7443,X,X,X,X,X,X,358,32,20524
States,Arkansas,2013,10,X,1.78891,X,X,X,X,X,X,40,10,2236
States,California,2013,10,X,3.98337,X,X,X,X,X,X,1399,121,35121
States,Colorado,2013,10,X,1.11722,X,X,X,X,X,X,262,11,23451
States,Connecticut,2013,10,X,1.41972,X,X,X,X,X,X,55,26,3874
States,Delaware,2013,10,X,1.12108,X,X,X,X,X,X,30,9,2676
States,District of Columbia,2013,10,X,4.90134,X,X,X,X,X,X,77,3,1571
States,Florida,2013,10,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2013,10,X,2.61697,X,X,X,X,X,X,754,42,28812
States,Hawaii,2013,10,X,4.51183,X,X,X,X,X,X,61,15,1352
States,Idaho,2013,10,X,0.747621,X,X,X,X,X,X,33,8,4414
States,Illinois,2013,10,X,2.62175,X,X,X,X,X,X,1102,82,42033
States,Indiana,2013,10,X,2.55328,X,X,X,X,X,X,248,40,9713
States,Iowa,2013,10,X,1.59872,X,X,X,X,X,X,40,13,2502
States,Kansas,2013,10,X,1.75903,X,X,X,X,X,X,133,34,7561
States,Kentucky,2013,10,X,0.961493,X,X,X,X,X,X,202,18,21009
States,Louisiana,2013,10,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2013,10,X,0.840619,X,X,X,X,X,X,50,35,5948
States,Maryland,2013,10,X,5.79103,X,X,X,X,X,X,235,12,4058
States,Massachusetts,2013,10,X,1.46923,X,X,X,X,X,X,365,50,24843
States,Michigan,2013,10,X,2.39333,X,X,X,X,X,X,350,56,14624
States,Minnesota,2013,10,X,1.71015,X,X,X,X,X,X,78,12,4561
States,Mississippi,2013,10,X,5.2593,X,X,X,X,X,X,933,44,17740
States,Missouri,2013,10,X,2.59259,X,X,X,X,X,X,182,24,7020
States,Montana,2013,10,X,0.778066,X,X,X,X,X,X,21,7,2699
States,Nebraska,2013,10,X,3.06711,X,X,X,X,X,X,101,15,3293
States,Nevada,2013,10,X,2.39382,X,X,X,X,X,X,186,24,7770
States,New Hampshire,2013,10,X,0.350058,X,X,X,X,X,X,15,23,4285
States,New Jersey,2013,10,X,3.74782,X,X,X,X,X,X,129,18,3442
States,New Mexico,2013,10,X,2.15882,X,X,X,X,X,X,199,26,9218
States,New York,2013,10,X,2.38434,X,X,X,X,X,X,369,208,15476
States,North Carolina,2013,10,X,1.3441,X,X,X,X,X,X,238,57,17707
States,North Dakota,2013,10,X,5.60676,X,X,X,X,X,X,73,9,1302
States,Ohio,2013,10,X,1.1089,X,X,X,X,X,X,134,42,12084
States,Oklahoma,2013,10,X,2.98826,X,X,X,X,X,X,140,21,4685
States,Oregon,2013,10,X,1.02113,X,X,X,X,X,X,29,11,2840
States,Pennsylvania,2013,10,X,2.57542,X,X,X,X,X,X,350,53,13590
States,Rhode Island,2013,10,X,0.449944,X,X,X,X,X,X,28,20,6223
States,South Carolina,2013,10,X,1.38795,X,X,X,X,X,X,103,15,7421
States,South Dakota,2013,10,X,1.63306,X,X,X,X,X,X,81,19,4960
States,Tennessee,2013,10,X,2.75723,X,X,X,X,X,X,287,55,10409
States,Texas,2013,10,X,3.38592,X,X,X,X,X,X,1350,61,39871
States,Utah,2013,10,X,2.68849,X,X,X,X,X,X,501,45,18635
States,Vermont,2013,10,X,3.25477,X,X,X,X,X,X,87,11,2673
States,Virginia,2013,10,X,3.17296,X,X,X,X,X,X,2266,98,71416
States,Washington,2013,10,X,1.14811,X,X,X,X,X,X,80,19,6968
States,West Virginia,2013,10,X,1.67641,X,X,X,X,X,X,238,37,14197
States,Wisconsin,2013,10,X,1.16854,X,X,X,X,X,X,52,34,4450
States,Wyoming,2013,10,X,0.972898,X,X,X,X,X,X,42,20,4317
States,Virgin Islands,2013,10,X,X,X,X,X,X,X,X,X,X,X
States,New York City,2013,10,X,3.02633,X,X,X,X,X,X,2931,74,96850
States,Alabama,2013,11,X,3.33361,X,X,X,X,X,X,397,23,11909
States,Alaska,2013,11,X,1.13086,X,X,X,X,X,X,14,7,1238
States,Arizona,2013,11,X,1.55869,X,X,X,X,X,X,281,31,18028
States,Arkansas,2013,11,X,1.41136,X,X,X,X,X,X,41,12,2905
States,California,2013,11,X,3.45064,X,X,X,X,X,X,1159,115,33588
States,Colorado,2013,11,X,1.02991,X,X,X,X,X,X,229,11,22235
States,Connecticut,2013,11,X,1.18159,X,X,X,X,X,X,38,26,3216
States,Delaware,2013,11,X,0.967492,X,X,X,X,X,X,25,9,2584
States,District of Columbia,2013,11,X,5.33869,X,X,X,X,X,X,93,3,1742
States,Florida,2013,11,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2013,11,X,2.1634,X,X,X,X,X,X,729,44,33697
States,Hawaii,2013,11,X,3.08503,X,X,X,X,X,X,41,15,1329
States,Idaho,2013,11,X,1.34878,X,X,X,X,X,X,71,11,5264
States,Illinois,2013,11,X,3.03716,X,X,X,X,X,X,1073,78,35329
States,Indiana,2013,11,X,2.39939,X,X,X,X,X,X,220,39,9169
States,Iowa,2013,11,X,1.13391,X,X,X,X,X,X,21,12,1852
States,Kansas,2013,11,X,1.04929,X,X,X,X,X,X,76,33,7243
States,Kentucky,2013,11,X,0.931872,X,X,X,X,X,X,193,18,20711
States,Louisiana,2013,11,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2013,11,X,0.813899,X,X,X,X,X,X,52,36,6389
States,Maryland,2013,11,X,2.48607,X,X,X,X,X,X,232,13,9332
States,Massachusetts,2013,11,X,1.40283,X,X,X,X,X,X,387,49,27587
States,Michigan,2013,11,X,2.84375,X,X,X,X,X,X,443,54,15578
States,Minnesota,2013,11,X,2.04417,X,X,X,X,X,X,87,12,4256
States,Mississippi,2013,11,X,5.7033,X,X,X,X,X,X,920,45,16131
States,Missouri,2013,11,X,2.10808,X,X,X,X,X,X,142,24,6736
States,Montana,2013,11,X,1.38462,X,X,X,X,X,X,36,7,2600
States,Nebraska,2013,11,X,3.87945,X,X,X,X,X,X,121,15,3119
States,Nevada,2013,11,X,2.72161,X,X,X,X,X,X,214,23,7863
States,New Hampshire,2013,11,X,0.383247,X,X,X,X,X,X,14,25,3653
States,New Jersey,2013,11,X,3.21132,X,X,X,X,X,X,143,18,4453
States,New Mexico,2013,11,X,2.386,X,X,X,X,X,X,214,26,8969
States,New York,2013,11,X,2.70502,X,X,X,X,X,X,378,206,13974
States,North Carolina,2013,11,X,1.53947,X,X,X,X,X,X,236,55,15330
States,North Dakota,2013,11,X,5.60109,X,X,X,X,X,X,82,8,1464
States,Ohio,2013,11,X,1.17899,X,X,X,X,X,X,154,43,13062
States,Oklahoma,2013,11,X,3.59468,X,X,X,X,X,X,127,18,3533
States,Oregon,2013,11,X,1.42123,X,X,X,X,X,X,47,13,3307
States,Pennsylvania,2013,11,X,2.65614,X,X,X,X,X,X,387,50,14570
States,Rhode Island,2013,11,X,0.779912,X,X,X,X,X,X,41,20,5257
States,South Carolina,2013,11,X,1.06724,X,X,X,X,X,X,70,16,6559
States,South Dakota,2013,11,X,1.76471,X,X,X,X,X,X,87,19,4930
States,Tennessee,2013,11,X,1.65702,X,X,X,X,X,X,166,49,10018
States,Texas,2013,11,X,3.0704,X,X,X,X,X,X,1028,58,33481
States,Utah,2013,11,X,2.47748,X,X,X,X,X,X,451,43,18204
States,Vermont,2013,11,X,2.13793,X,X,X,X,X,X,62,10,2900
States,Virginia,2013,11,X,2.96363,X,X,X,X,X,X,2011,97,67856
States,Washington,2013,11,X,0.803281,X,X,X,X,X,X,47,17,5851
States,West Virginia,2013,11,X,1.62389,X,X,X,X,X,X,205,35,12624
States,Wisconsin,2013,11,X,0.638686,X,X,X,X,X,X,28,31,4384
States,Wyoming,2013,11,X,0.677887,X,X,X,X,X,X,29,20,4278
States,Virgin Islands,2013,11,X,X,X,X,X,X,X,X,X,X,X
States,New York City,2013,11,X,2.73555,X,X,X,X,X,X,2694,74,98481
States,Alabama,2013,12,X,3.89456,X,X,X,X,X,X,427,25,10964
States,Alaska,2013,12,X,1.01351,X,X,X,X,X,X,12,6,1184
States,Arizona,2013,12,X,1.30751,X,X,X,X,X,X,239,30,18279
States,Arkansas,2013,12,X,1.34111,X,X,X,X,X,X,23,12,1715
States,California,2013,12,X,3.237,X,X,X,X,X,X,1017,116,31418
States,Colorado,2013,12,X,0.697425,X,X,X,X,X,X,156,11,22368
States,Connecticut,2013,12,X,1.33806,X,X,X,X,X,X,34,21,2541
States,Delaware,2013,12,X,0.858369,X,X,X,X,X,X,22,9,2563
States,District of Columbia,2013,12,X,4.39252,X,X,X,X,X,X,94,3,2140
States,Florida,2013,12,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2013,12,X,1.8007,X,X,X,X,X,X,590,41,32765
States,Hawaii,2013,12,X,3.17965,X,X,X,X,X,X,40,14,1258
States,Idaho,2013,12,X,1.45557,X,X,X,X,X,X,67,10,4603
States,Illinois,2013,12,X,2.64034,X,X,X,X,X,X,1039,79,39351
States,Indiana,2013,12,X,1.9318,X,X,X,X,X,X,196,39,10146
States,Iowa,2013,12,X,0.537634,X,X,X,X,X,X,6,11,1116
States,Kansas,2013,12,X,0.938315,X,X,X,X,X,X,54,33,5755
States,Kentucky,2013,12,X,0.756697,X,X,X,X,X,X,163,18,21541
States,Louisiana,2013,12,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2013,12,X,0.772201,X,X,X,X,X,X,46,35,5957
States,Maryland,2013,12,X,1.96761,X,X,X,X,X,X,147,10,7471
States,Massachusetts,2013,12,X,1.39068,X,X,X,X,X,X,366,51,26318
States,Michigan,2013,12,X,2.46751,X,X,X,X,X,X,374,54,15157
States,Minnesota,2013,12,X,1.06414,X,X,X,X,X,X,37,11,3477
States,Mississippi,2013,12,X,4.08434,X,X,X,X,X,X,740,45,18118
States,Missouri,2013,12,X,1.81256,X,X,X,X,X,X,123,25,6786
States,Montana,2013,12,X,0.389656,X,X,X,X,X,X,11,8,2823
States,Nebraska,2013,12,X,3.07491,X,X,X,X,X,X,94,15,3057
States,Nevada,2013,12,X,1.81388,X,X,X,X,X,X,92,19,5072
States,New Hampshire,2013,12,X,0.609162,X,X,X,X,X,X,25,25,4104
States,New Jersey,2013,12,X,2.85293,X,X,X,X,X,X,116,18,4066
States,New Mexico,2013,12,X,1.74431,X,X,X,X,X,X,158,26,9058
States,New York,2013,12,X,2.2772,X,X,X,X,X,X,289,195,12691
States,North Carolina,2013,12,X,0.86483,X,X,X,X,X,X,162,57,18732
States,North Dakota,2013,12,X,3.32671,X,X,X,X,X,X,67,11,2014
States,Ohio,2013,12,X,0.823271,X,X,X,X,X,X,105,44,12754
States,Oklahoma,2013,12,X,2.84058,X,X,X,X,X,X,98,18,3450
States,Oregon,2013,12,X,0.543971,X,X,X,X,X,X,18,15,3309
States,Pennsylvania,2013,12,X,2.23717,X,X,X,X,X,X,296,51,13231
States,Rhode Island,2013,12,X,0.374298,X,X,X,X,X,X,24,20,6412
States,South Carolina,2013,12,X,1.30239,X,X,X,X,X,X,101,17,7755
States,South Dakota,2013,12,X,1.5328,X,X,X,X,X,X,75,19,4893
States,Tennessee,2013,12,X,1.39777,X,X,X,X,X,X,153,48,10946
States,Texas,2013,12,X,2.68087,X,X,X,X,X,X,1042,59,38868
States,Utah,2013,12,X,1.93257,X,X,X,X,X,X,364,45,18835
States,Vermont,2013,12,X,1.85185,X,X,X,X,X,X,55,11,2970
States,Virginia,2013,12,X,2.62536,X,X,X,X,X,X,1877,95,71495
States,Washington,2013,12,X,0.493316,X,X,X,X,X,X,31,16,6284
States,West Virginia,2013,12,X,1.38982,X,X,X,X,X,X,187,34,13455
States,Wisconsin,2013,12,X,1.00223,X,X,X,X,X,X,36,34,3592
States,Wyoming,2013,12,X,0.719068,X,X,X,X,X,X,29,22,4033
States,Virgin Islands,2013,12,X,X,X,X,X,X,X,X,X,X,X
States,New York City,2013,12,X,2.58595,X,X,X,X,X,X,2464,69,95284
States,Alabama,2013,13,X,2.08523,X,X,X,X,X,X,229,24,10982
States,Alaska,2013,13,X,0.91623,X,X,X,X,X,X,14,8,1528
States,Arizona,2013,13,X,0.924276,X,X,X,X,X,X,166,31,17960
States,Arkansas,2013,13,X,0.930899,X,X,X,X,X,X,26,12,2793
States,California,2013,13,X,2.96289,X,X,X,X,X,X,871,117,29397
States,Colorado,2013,13,X,0.701403,X,X,X,X,X,X,147,10,20958
States,Connecticut,2013,13,X,0.974252,X,X,X,X,X,X,28,20,2874
States,Delaware,2013,13,X,0.806045,X,X,X,X,X,X,16,9,1985
States,District of Columbia,2013,13,X,2.7278,X,X,X,X,X,X,47,3,1723
States,Florida,2013,13,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2013,13,X,1.73544,X,X,X,X,X,X,572,40,32960
States,Hawaii,2013,13,X,2.45536,X,X,X,X,X,X,22,15,896
States,Idaho,2013,13,X,0.933461,X,X,X,X,X,X,39,10,4178
States,Illinois,2013,13,X,2.44904,X,X,X,X,X,X,954,78,38954
States,Indiana,2013,13,X,1.52966,X,X,X,X,X,X,139,39,9087
States,Iowa,2013,13,X,0.532569,X,X,X,X,X,X,13,13,2441
States,Kansas,2013,13,X,0.613779,X,X,X,X,X,X,40,32,6517
States,Kentucky,2013,13,X,0.66362,X,X,X,X,X,X,167,16,25165
States,Louisiana,2013,13,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2013,13,X,0.920051,X,X,X,X,X,X,58,34,6304
States,Maryland,2013,13,X,2.81526,X,X,X,X,X,X,217,12,7708
States,Massachusetts,2013,13,X,1.46828,X,X,X,X,X,X,411,50,27992
States,Michigan,2013,13,X,1.98939,X,X,X,X,X,X,300,55,15080
States,Minnesota,2013,13,X,1.07527,X,X,X,X,X,X,47,11,4371
States,Mississippi,2013,13,X,4.27448,X,X,X,X,X,X,636,42,14879
States,Missouri,2013,13,X,1.86999,X,X,X,X,X,X,105,23,5615
States,Montana,2013,13,X,0.580998,X,X,X,X,X,X,17,9,2926
States,Nebraska,2013,13,X,3.34101,X,X,X,X,X,X,87,13,2604
States,Nevada,2013,13,X,1.95603,X,X,X,X,X,X,137,20,7004
States,New Hampshire,2013,13,X,0.333704,X,X,X,X,X,X,15,26,4495
States,New Jersey,2013,13,X,2.76671,X,X,X,X,X,X,118,17,4265
States,New Mexico,2013,13,X,1.52717,X,X,X,X,X,X,129,26,8447
States,New York,2013,13,X,1.6205,X,X,X,X,X,X,179,187,11046
States,North Carolina,2013,13,X,1.41025,X,X,X,X,X,X,243,56,17231
States,North Dakota,2013,13,X,4.39648,X,X,X,X,X,X,55,10,1251
States,Ohio,2013,13,X,0.866845,X,X,X,X,X,X,97,45,11190
States,Oklahoma,2013,13,X,1.78482,X,X,X,X,X,X,71,20,3978
States,Oregon,2013,13,X,0.704887,X,X,X,X,X,X,15,12,2128
States,Pennsylvania,2013,13,X,1.71415,X,X,X,X,X,X,222,51,12951
States,Rhode Island,2013,13,X,0.633453,X,X,X,X,X,X,37,20,5841
States,South Carolina,2013,13,X,1.2638,X,X,X,X,X,X,95,16,7517
States,South Dakota,2013,13,X,1.52027,X,X,X,X,X,X,72,19,4736
States,Tennessee,2013,13,X,1.5576,X,X,X,X,X,X,144,54,9245
States,Texas,2013,13,X,2.54637,X,X,X,X,X,X,913,58,35855
States,Utah,2013,13,X,1.79954,X,X,X,X,X,X,330,45,18338
States,Vermont,2013,13,X,2.69293,X,X,X,X,X,X,67,10,2488
States,Virginia,2013,13,X,2.41272,X,X,X,X,X,X,1606,90,66564
States,Washington,2013,13,X,0.693739,X,X,X,X,X,X,41,17,5910
States,West Virginia,2013,13,X,1.77413,X,X,X,X,X,X,238,35,13415
States,Wisconsin,2013,13,X,0.838072,X,X,X,X,X,X,28,31,3341
States,Wyoming,2013,13,X,0.444664,X,X,X,X,X,X,18,22,4048
States,Virgin Islands,2013,13,X,X,X,X,X,X,X,X,X,X,X
States,New York City,2013,13,X,2.34374,X,X,X,X,X,X,2182,72,93099
States,Alabama,2013,14,X,1.90824,X,X,X,X,X,X,225,24,11791
States,Alaska,2013,14,X,0.333778,X,X,X,X,X,X,5,7,1498
States,Arizona,2013,14,X,0.971765,X,X,X,X,X,X,180,30,18523
States,Arkansas,2013,14,X,0.398248,X,X,X,X,X,X,10,11,2511
States,California,2013,14,X,2.50403,X,X,X,X,X,X,715,108,28554
States,Colorado,2013,14,X,0.6436,X,X,X,X,X,X,133,10,20665
States,Connecticut,2013,14,X,0.763575,X,X,X,X,X,X,27,18,3536
States,Delaware,2013,14,X,0.552741,X,X,X,X,X,X,12,9,2171
States,District of Columbia,2013,14,X,4.4098,X,X,X,X,X,X,99,3,2245
States,Florida,2013,14,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2013,14,X,1.40911,X,X,X,X,X,X,480,42,34064
States,Hawaii,2013,14,X,1.95695,X,X,X,X,X,X,20,14,1022
States,Idaho,2013,14,X,0.509287,X,X,X,X,X,X,17,7,3338
States,Illinois,2013,14,X,2.31881,X,X,X,X,X,X,932,76,40193
States,Indiana,2013,14,X,1.22368,X,X,X,X,X,X,111,39,9071
States,Iowa,2013,14,X,0.519031,X,X,X,X,X,X,12,12,2312
States,Kansas,2013,14,X,0.452011,X,X,X,X,X,X,30,31,6637
States,Kentucky,2013,14,X,0.43277,X,X,X,X,X,X,72,15,16637
States,Louisiana,2013,14,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2013,14,X,1.19685,X,X,X,X,X,X,76,35,6350
States,Maryland,2013,14,X,1.28833,X,X,X,X,X,X,92,10,7141
States,Massachusetts,2013,14,X,1.51658,X,X,X,X,X,X,433,48,28551
States,Michigan,2013,14,X,1.79514,X,X,X,X,X,X,255,54,14205
States,Minnesota,2013,14,X,0.707808,X,X,X,X,X,X,32,12,4521
States,Mississippi,2013,14,X,3.68828,X,X,X,X,X,X,620,41,16810
States,Missouri,2013,14,X,1.2985,X,X,X,X,X,X,83,21,6392
States,Montana,2013,14,X,0.155925,X,X,X,X,X,X,3,7,1924
States,Nebraska,2013,14,X,2.66117,X,X,X,X,X,X,71,13,2668
States,Nevada,2013,14,X,1.57446,X,X,X,X,X,X,107,19,6796
States,New Hampshire,2013,14,X,0.301789,X,X,X,X,X,X,14,26,4639
States,New Jersey,2013,14,X,2.25873,X,X,X,X,X,X,99,16,4383
States,New Mexico,2013,14,X,1.38392,X,X,X,X,X,X,120,26,8671
States,New York,2013,14,X,1.58092,X,X,X,X,X,X,173,185,10943
States,North Carolina,2013,14,X,1.14971,X,X,X,X,X,X,188,55,16352
States,North Dakota,2013,14,X,4.14343,X,X,X,X,X,X,52,9,1255
States,Ohio,2013,14,X,0.881356,X,X,X,X,X,X,104,43,11800
States,Oklahoma,2013,14,X,1.84182,X,X,X,X,X,X,68,17,3692
States,Oregon,2013,14,X,0.766871,X,X,X,X,X,X,25,13,3260
States,Pennsylvania,2013,14,X,1.58031,X,X,X,X,X,X,226,50,14301
States,Rhode Island,2013,14,X,0.497804,X,X,X,X,X,X,34,20,6830
States,South Carolina,2013,14,X,0.839717,X,X,X,X,X,X,57,16,6788
States,South Dakota,2013,14,X,1.08785,X,X,X,X,X,X,53,19,4872
States,Tennessee,2013,14,X,0.909323,X,X,X,X,X,X,107,55,11767
States,Texas,2013,14,X,2.46144,X,X,X,X,X,X,806,55,32745
States,Utah,2013,14,X,1.92144,X,X,X,X,X,X,339,45,17643
States,Vermont,2013,14,X,3.38673,X,X,X,X,X,X,74,9,2185
States,Virginia,2013,14,X,2.19136,X,X,X,X,X,X,1406,91,64161
States,Washington,2013,14,X,0.786138,X,X,X,X,X,X,49,17,6233
States,West Virginia,2013,14,X,1.12368,X,X,X,X,X,X,143,35,12726
States,Wisconsin,2013,14,X,0.538819,X,X,X,X,X,X,22,31,4083
States,Wyoming,2013,14,X,0.467654,X,X,X,X,X,X,18,21,3849
States,Virgin Islands,2013,14,X,X,X,X,X,X,X,X,X,X,X
States,New York City,2013,14,X,2.06217,X,X,X,X,X,X,1957,70,94900
States,Alabama,2013,15,X,1.19202,X,X,X,X,X,X,129,21,10822
States,Alaska,2013,15,X,0.71475,X,X,X,X,X,X,11,8,1539
States,Arizona,2013,15,X,1.03507,X,X,X,X,X,X,188,29,18163
States,Arkansas,2013,15,X,0.518379,X,X,X,X,X,X,11,9,2122
States,California,2013,15,X,1.97829,X,X,X,X,X,X,687,109,34727
States,Colorado,2013,15,X,0.541377,X,X,X,X,X,X,112,11,20688
States,Connecticut,2013,15,X,0.744269,X,X,X,X,X,X,25,14,3359
States,Delaware,2013,15,X,0.243072,X,X,X,X,X,X,5,8,2057
States,District of Columbia,2013,15,X,4.06863,X,X,X,X,X,X,83,2,2040
States,Florida,2013,15,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2013,15,X,1.0082,X,X,X,X,X,X,327,42,32434
States,Hawaii,2013,15,X,3.45588,X,X,X,X,X,X,47,15,1360
States,Idaho,2013,15,X,0.326023,X,X,X,X,X,X,11,7,3374
States,Illinois,2013,15,X,1.89672,X,X,X,X,X,X,746,76,39331
States,Indiana,2013,15,X,1.05047,X,X,X,X,X,X,97,37,9234
States,Iowa,2013,15,X,0.371945,X,X,X,X,X,X,7,10,1882
States,Kansas,2013,15,X,0.551702,X,X,X,X,X,X,35,30,6344
States,Kentucky,2013,15,X,0.342031,X,X,X,X,X,X,70,16,20466
States,Louisiana,2013,15,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2013,15,X,0.946657,X,X,X,X,X,X,63,35,6655
States,Maryland,2013,15,X,1.82949,X,X,X,X,X,X,153,11,8363
States,Massachusetts,2013,15,X,1.57023,X,X,X,X,X,X,441,48,28085
States,Michigan,2013,15,X,1.58921,X,X,X,X,X,X,251,55,15794
States,Minnesota,2013,15,X,0.863371,X,X,X,X,X,X,40,12,4633
States,Mississippi,2013,15,X,3.17919,X,X,X,X,X,X,550,42,17300
States,Missouri,2013,15,X,1.25548,X,X,X,X,X,X,83,21,6611
States,Montana,2013,15,X,0.21606,X,X,X,X,X,X,6,8,2777
States,Nebraska,2013,15,X,2.08668,X,X,X,X,X,X,52,13,2492
States,Nevada,2013,15,X,1.31522,X,X,X,X,X,X,91,20,6919
States,New Hampshire,2013,15,X,0.595998,X,X,X,X,X,X,28,26,4698
States,New Jersey,2013,15,X,1.86459,X,X,X,X,X,X,84,15,4505
States,New Mexico,2013,15,X,1.18074,X,X,X,X,X,X,104,26,8808
