"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  This data file includes only data prior to the 2015-16 influenza season, and will be presented with the public health and clinical labs combined."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),B,H3N2v
States,Florida,2010,48,X,X,X,X,X,X,X,X,X
States,Georgia,2010,48,740,17.97,0,0,1,7,0,125,0
States,Hawaii,2010,48,123,13.82,0,0,1,1,0,15,0
States,Idaho,2010,48,X,X,X,X,X,X,X,X,X
States,Illinois,2010,48,32,18.75,1,0,5,0,0,0,0
States,Indiana,2010,48,114,2.63,0,0,0,0,0,3,0
States,Iowa,2010,48,75,5.33,1,0,1,0,0,2,0
States,Kansas,2010,48,14,7.14,1,0,0,0,0,0,0
States,Kentucky,2010,48,20,70,9,0,0,0,0,5,0
States,Louisiana,2010,48,X,X,X,X,X,X,X,X,X
States,Maine,2010,48,X,X,X,X,X,X,X,X,X
States,Maryland,2010,48,25,16,1,0,1,1,0,1,0
States,Massachusetts,2010,48,27,0,0,0,0,0,0,0,0
States,Michigan,2010,48,X,X,X,X,X,X,X,X,X
States,Minnesota,2010,48,118,7.63,0,0,9,0,0,0,0
States,Mississippi,2010,48,X,X,X,X,X,X,X,X,X
States,Missouri,2010,48,181,1.66,1,0,0,2,0,0,0
States,Montana,2010,48,20,5,0,0,1,0,0,0,0
States,Nebraska,2010,48,20,0,0,0,0,0,0,0,0
States,Nevada,2010,48,X,X,X,X,X,X,X,X,X
States,New Hampshire,2010,48,27,0,0,0,0,0,0,0,0
States,New Jersey,2010,48,X,X,X,X,X,X,X,X,X
States,New Mexico,2010,48,16,25,0,0,1,0,0,3,0
States,New York,2010,48,654,5.5,0,0,19,17,0,0,0
States,North Carolina,2010,48,23,30.43,0,0,3,0,0,4,0
States,North Dakota,2010,48,44,2.27,0,0,1,0,0,0,0
States,Ohio,2010,48,38,7.89,1,0,1,0,0,1,0
States,Oklahoma,2010,48,50,10,0,0,2,3,0,0,0
States,Oregon,2010,48,10,10,0,0,1,0,0,0,0
States,Pennsylvania,2010,48,206,9.22,1,0,13,1,0,4,0
States,Rhode Island,2010,48,X,X,X,X,X,X,X,X,X
States,South Carolina,2010,48,109,3.67,0,0,2,0,0,2,0
States,South Dakota,2010,48,24,12.5,0,0,0,0,0,3,0
States,Tennessee,2010,48,37,5.41,0,0,0,0,0,2,0
States,Texas,2010,48,520,4.81,2,0,7,9,0,7,0
States,Utah,2010,48,341,15.25,4,0,38,8,0,2,0
States,Vermont,2010,48,X,X,X,X,X,X,X,X,X
States,Virginia,2010,48,42,0,0,0,0,0,0,0,0
States,Washington,2010,48,175,5.14,0,0,8,1,0,0,0
States,West Virginia,2010,48,152,1.32,1,0,1,0,0,0,0
States,Wisconsin,2010,48,119,4.2,0,0,5,0,0,0,0
States,Wyoming,2010,48,21,9.52,0,0,2,0,0,0,0
States,Puerto Rico,2010,48,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2010,48,X,X,X,X,X,X,X,X,X
States,New York City,2010,48,X,X,X,X,X,X,X,X,X
States,Alabama,2010,49,106,35.85,1,0,1,0,0,36,0
States,Alaska,2010,49,37,5.41,0,0,1,0,0,1,0
States,Arizona,2010,49,140,39.29,1,0,43,0,0,11,0
States,Arkansas,2010,49,20,5,0,0,0,0,0,1,0
States,California,2010,49,324,5.56,1,0,5,1,0,11,0
States,Colorado,2010,49,245,5.31,1,0,6,6,0,0,0
States,Connecticut,2010,49,112,20.54,0,0,23,0,0,0,0
States,Delaware,2010,49,92,2.17,0,0,2,0,0,0,0
States,District of Columbia,2010,49,13,0,0,0,0,0,0,0,0
States,Florida,2010,49,X,X,X,X,X,X,X,X,X
States,Georgia,2010,49,764,18.32,1,0,5,3,0,131,0
States,Hawaii,2010,49,184,15.76,0,0,3,2,0,24,0
States,Idaho,2010,49,X,X,X,X,X,X,X,X,X
States,Illinois,2010,49,52,28.85,2,0,13,0,0,0,0
States,Indiana,2010,49,108,4.63,1,0,1,0,0,3,0
States,Iowa,2010,49,82,3.66,0,0,2,0,0,1,0
States,Kansas,2010,49,X,X,X,X,X,X,X,X,X
States,Kentucky,2010,49,75,25.33,13,0,4,1,0,1,0
States,Louisiana,2010,49,X,X,X,X,X,X,X,X,X
States,Maine,2010,49,X,X,X,X,X,X,X,X,X
States,Maryland,2010,49,41,19.51,4,0,3,1,0,0,0
States,Massachusetts,2010,49,24,8.33,0,0,2,0,0,0,0
States,Michigan,2010,49,13,46.15,0,0,5,0,0,1,0
States,Minnesota,2010,49,148,10.14,0,0,13,1,0,1,0
States,Mississippi,2010,49,X,X,X,X,X,X,X,X,X
States,Missouri,2010,49,226,4.42,1,0,0,9,0,0,0
States,Montana,2010,49,45,6.67,0,0,3,0,0,0,0
States,Nebraska,2010,49,41,2.44,0,0,0,0,0,1,0
States,Nevada,2010,49,19,36.84,0,0,7,0,0,0,0
States,New Hampshire,2010,49,19,5.26,0,0,1,0,0,0,0
States,New Jersey,2010,49,X,X,X,X,X,X,X,X,X
States,New Mexico,2010,49,21,14.29,0,0,1,0,0,2,0
States,New York,2010,49,538,11.9,4,0,43,16,0,1,0
States,North Carolina,2010,49,16,25,0,0,1,0,0,3,0
States,North Dakota,2010,49,45,6.67,0,0,2,1,0,0,0
States,Ohio,2010,49,28,0,0,0,0,0,0,0,0
States,Oklahoma,2010,49,55,10.91,0,0,1,5,0,0,0
States,Oregon,2010,49,16,0,0,0,0,0,0,0,0
States,Pennsylvania,2010,49,191,16.23,2,0,26,1,0,2,0
States,Rhode Island,2010,49,X,X,X,X,X,X,X,X,X
States,South Carolina,2010,49,132,3.79,0,0,2,0,0,3,0
States,South Dakota,2010,49,31,16.13,0,0,3,0,0,2,0
States,Tennessee,2010,49,60,10,0,0,2,0,0,4,0
States,Texas,2010,49,549,8.93,1,0,16,11,0,21,0
States,Utah,2010,49,387,28.68,13,0,78,20,0,0,0
States,Vermont,2010,49,X,X,X,X,X,X,X,X,X
States,Virginia,2010,49,60,10,0,0,2,1,0,3,0
States,Washington,2010,49,206,3.4,0,0,6,1,0,0,0
States,West Virginia,2010,49,147,2.04,1,0,0,2,0,0,0
States,Wisconsin,2010,49,136,2.21,0,0,3,0,0,0,0
States,Wyoming,2010,49,19,0,0,0,0,0,0,0,0
States,Puerto Rico,2010,49,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2010,49,X,X,X,X,X,X,X,X,X
States,New York City,2010,49,X,X,X,X,X,X,X,X,X
States,Alabama,2010,50,130,43.08,0,0,6,0,0,50,0
States,Alaska,2010,50,30,3.33,0,0,1,0,0,0,0
States,Arizona,2010,50,175,50.86,9,0,63,0,0,17,0
States,Arkansas,2010,50,30,13.33,0,0,0,0,0,4,0
States,California,2010,50,321,5.3,2,0,4,1,0,10,0
States,Colorado,2010,50,259,8.88,0,0,12,9,0,2,0
States,Connecticut,2010,50,110,19.09,1,0,20,0,0,0,0
States,Delaware,2010,50,98,5.1,0,0,4,0,0,1,0
States,District of Columbia,2010,50,12,16.67,0,0,0,1,0,1,0
States,Florida,2010,50,X,X,X,X,X,X,X,X,X
States,Georgia,2010,50,1057,23.08,1,0,14,14,0,215,0
States,Hawaii,2010,50,266,12.03,0,0,5,2,0,25,0
States,Idaho,2010,50,X,X,X,X,X,X,X,X,X
States,Illinois,2010,50,48,35.42,4,0,13,0,0,0,0
States,Indiana,2010,50,98,16.33,4,0,4,3,0,5,0
States,Iowa,2010,50,82,23.17,2,0,11,0,0,6,0
States,Kansas,2010,50,13,23.08,0,0,3,0,0,0,0
States,Kentucky,2010,50,80,40,17,0,5,0,0,10,0
States,Louisiana,2010,50,X,X,X,X,X,X,X,X,X
States,Maine,2010,50,13,15.38,0,0,1,0,0,1,0
States,Maryland,2010,50,54,31.48,4,0,3,9,0,1,0
States,Massachusetts,2010,50,29,20.69,0,0,6,0,0,0,0
States,Michigan,2010,50,11,36.36,1,0,2,0,0,1,0
States,Minnesota,2010,50,156,5.77,0,0,9,0,0,0,0
States,Mississippi,2010,50,X,X,X,X,X,X,X,X,X
States,Missouri,2010,50,222,8.56,4,0,0,15,0,0,0
States,Montana,2010,50,37,27.03,0,0,10,0,0,0,0
States,Nebraska,2010,50,46,4.35,0,0,1,0,0,1,0
States,Nevada,2010,50,12,50,0,0,6,0,0,0,0
States,New Hampshire,2010,50,19,0,0,0,0,0,0,0,0
States,New Jersey,2010,50,X,X,X,X,X,X,X,X,X
States,New Mexico,2010,50,19,31.58,1,0,2,0,0,3,0
States,New York,2010,50,697,10.62,4,0,49,19,0,2,0
States,North Carolina,2010,50,21,9.52,0,0,1,0,0,1,0
States,North Dakota,2010,50,45,2.22,0,0,1,0,0,0,0
States,Ohio,2010,50,31,0,0,0,0,0,0,0,0
States,Oklahoma,2010,50,76,3.95,0,0,0,3,0,0,0
States,Oregon,2010,50,18,5.56,0,0,1,0,0,0,0
States,Pennsylvania,2010,50,240,23.75,5,0,41,5,0,6,0
States,Rhode Island,2010,50,X,X,X,X,X,X,X,X,X
States,South Carolina,2010,50,118,5.93,0,0,4,1,0,2,0
States,South Dakota,2010,50,24,25,0,0,6,0,0,0,0
States,Tennessee,2010,50,86,13.95,1,0,1,0,0,10,0
States,Texas,2010,50,742,19.54,1,0,61,47,0,36,0
States,Utah,2010,50,477,34.59,8,0,120,36,0,1,0
States,Vermont,2010,50,X,X,X,X,X,X,X,X,X
States,Virginia,2010,50,57,5.26,2,0,0,0,0,1,0
States,Washington,2010,50,203,2.46,0,0,4,1,0,0,0
States,West Virginia,2010,50,135,5.93,6,0,2,0,0,0,0
States,Wisconsin,2010,50,111,9.01,3,0,7,0,0,0,0
States,Wyoming,2010,50,24,12.5,0,0,3,0,0,0,0
States,Puerto Rico,2010,50,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2010,50,X,X,X,X,X,X,X,X,X
States,New York City,2010,50,X,X,X,X,X,X,X,X,X
States,Alabama,2010,51,106,45.28,1,0,10,1,0,36,0
States,Alaska,2010,51,30,10,0,0,3,0,0,0,0
States,Arizona,2010,51,215,53.02,13,0,81,0,0,20,0
States,Arkansas,2010,51,45,15.56,0,0,0,0,0,7,0
States,California,2010,51,307,11.07,2,0,5,6,0,21,0
States,Colorado,2010,51,261,14.18,1,0,17,16,0,3,0
States,Connecticut,2010,51,143,31.47,2,0,40,0,0,3,0
States,Delaware,2010,51,114,11.4,1,0,10,0,0,2,0
States,District of Columbia,2010,51,16,12.5,2,0,0,0,0,0,0
States,Florida,2010,51,X,X,X,X,X,X,X,X,X
States,Georgia,2010,51,1240,24.27,2,0,10,21,0,268,0
States,Hawaii,2010,51,245,13.06,0,0,7,3,0,22,0
States,Idaho,2010,51,X,X,X,X,X,X,X,X,X
States,Illinois,2010,51,68,57.35,12,0,26,1,0,0,0
States,Indiana,2010,51,110,26.36,6,0,8,5,0,10,0
States,Iowa,2010,51,79,27.85,3,0,16,0,0,3,0
States,Kansas,2010,51,17,29.41,1,0,4,0,0,0,0
States,Kentucky,2010,51,66,25.76,9,0,7,0,0,1,0
States,Louisiana,2010,51,X,X,X,X,X,X,X,X,X
States,Maine,2010,51,17,17.65,0,0,3,0,0,0,0
States,Maryland,2010,51,72,37.5,10,0,8,7,0,2,0
States,Massachusetts,2010,51,18,0,0,0,0,0,0,0,0
States,Michigan,2010,51,12,33.33,1,0,3,0,0,0,0
States,Minnesota,2010,51,113,18.58,0,0,20,0,0,1,0
States,Mississippi,2010,51,X,X,X,X,X,X,X,X,X
States,Missouri,2010,51,231,9.52,1,0,1,19,0,1,0
States,Montana,2010,51,35,31.43,0,0,10,1,0,0,0
States,Nebraska,2010,51,46,13.04,0,0,4,0,0,2,0
States,Nevada,2010,51,15,53.33,0,0,8,0,0,0,0
States,New Hampshire,2010,51,14,7.14,0,0,0,0,0,1,0
States,New Jersey,2010,51,X,X,X,X,X,X,X,X,X
States,New Mexico,2010,51,18,16.67,0,0,1,0,0,2,0
States,New York,2010,51,776,17.78,0,0,87,44,0,7,0
States,North Carolina,2010,51,16,43.75,1,0,2,0,0,4,0
States,North Dakota,2010,51,40,5,0,0,1,1,0,0,0
States,Ohio,2010,51,71,2.82,2,0,0,0,0,0,0
States,Oklahoma,2010,51,81,35.8,0,0,9,18,0,2,0
States,Oregon,2010,51,13,15.38,1,0,1,0,0,0,0
States,Pennsylvania,2010,51,257,34.63,4,0,65,10,0,10,0
States,Rhode Island,2010,51,X,X,X,X,X,X,X,X,X
States,South Carolina,2010,51,95,14.74,1,0,5,1,0,7,0
States,South Dakota,2010,51,35,31.43,1,0,8,0,0,2,0
States,Tennessee,2010,51,67,22.39,0,0,0,0,0,15,0
States,Texas,2010,51,806,25.06,13,0,69,58,0,62,0
States,Utah,2010,51,529,49.91,10,0,161,85,0,8,0
States,Vermont,2010,51,X,X,X,X,X,X,X,X,X
States,Virginia,2010,51,76,7.89,0,0,2,1,0,3,0
States,Washington,2010,51,192,6.25,0,0,6,1,0,5,0
States,West Virginia,2010,51,108,0.93,1,0,0,0,0,0,0
States,Wisconsin,2010,51,133,12.78,3,0,10,1,0,3,0
States,Wyoming,2010,51,20,0,0,0,0,0,0,0,0
States,Puerto Rico,2010,51,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2010,51,X,X,X,X,X,X,X,X,X
States,New York City,2010,51,X,X,X,X,X,X,X,X,X
States,Alabama,2010,52,152,38.16,2,0,8,1,0,47,0
States,Alaska,2010,52,53,11.32,0,0,6,0,0,0,0
States,Arizona,2010,52,212,61.79,12,0,89,1,0,29,0
States,Arkansas,2010,52,34,23.53,0,0,1,0,0,7,0
States,California,2010,52,343,10.2,2,0,8,9,0,16,0
States,Colorado,2010,52,295,20,1,0,37,17,0,4,0
States,Connecticut,2010,52,208,49.04,4,0,95,0,0,3,0
States,Delaware,2010,52,115,8.7,1,0,6,0,0,3,0
States,District of Columbia,2010,52,28,21.43,0,0,1,3,0,2,0
States,Florida,2010,52,X,X,X,X,X,X,X,X,X
States,Georgia,2010,52,1157,21.26,7,0,11,28,0,200,0
States,Hawaii,2010,52,147,38.1,3,0,11,6,0,36,0
States,Idaho,2010,52,X,X,X,X,X,X,X,X,X
States,Illinois,2010,52,89,41.57,8,0,27,1,0,1,0
States,Indiana,2010,52,167,49.1,27,0,17,4,0,34,0
States,Iowa,2010,52,87,31.03,4,0,18,0,0,5,0
States,Kansas,2010,52,14,50,2,0,5,0,0,0,0
States,Kentucky,2010,52,56,58.93,21,0,8,0,0,4,0
States,Louisiana,2010,52,X,X,X,X,X,X,X,X,X
States,Maine,2010,52,10,40,3,0,1,0,0,0,0
States,Maryland,2010,52,111,40.54,16,0,23,4,0,2,0
States,Massachusetts,2010,52,15,26.67,0,0,4,0,0,0,0
States,Michigan,2010,52,11,72.73,2,0,6,0,0,0,0
States,Minnesota,2010,52,165,18.18,0,0,27,0,0,3,0
States,Mississippi,2010,52,X,X,X,X,X,X,X,X,X
States,Missouri,2010,52,293,11.95,1,0,0,33,0,1,0
States,Montana,2010,52,50,24,1,0,10,0,0,1,0
States,Nebraska,2010,52,48,14.58,1,0,4,0,0,2,0
States,Nevada,2010,52,17,52.94,0,0,8,0,0,1,0
States,New Hampshire,2010,52,21,23.81,1,0,4,0,0,0,0
States,New Jersey,2010,52,X,X,X,X,X,X,X,X,X
States,New Mexico,2010,52,24,16.67,2,0,2,0,0,0,0
States,New York,2010,52,883,24.46,1,0,135,78,0,2,0
States,North Carolina,2010,52,20,50,4,0,5,0,0,1,0
States,North Dakota,2010,52,44,13.64,0,0,0,6,0,0,0
States,Ohio,2010,52,72,8.33,1,0,1,3,0,1,0
States,Oklahoma,2010,52,115,27.83,0,0,7,23,0,2,0
States,Oregon,2010,52,12,25,1,0,2,0,0,0,0
States,Pennsylvania,2010,52,315,40.32,17,0,86,8,0,16,0
States,Rhode Island,2010,52,X,X,X,X,X,X,X,X,X
States,South Carolina,2010,52,260,13.46,2,0,11,11,0,11,0
States,South Dakota,2010,52,34,50,0,0,14,0,0,3,0
States,Tennessee,2010,52,94,26.6,2,0,3,0,0,20,0
States,Texas,2010,52,922,20.17,1,0,68,74,0,43,0
States,Utah,2010,52,577,39.34,9,0,128,79,0,11,0
States,Vermont,2010,52,X,X,X,X,X,X,X,X,X
States,Virginia,2010,52,94,14.89,2,0,6,5,0,1,0
States,Washington,2010,52,216,3.7,3,0,3,0,0,2,0
States,West Virginia,2010,52,163,14.11,12,0,5,5,0,1,0
States,Wisconsin,2010,52,140,22.86,6,0,22,2,0,2,0
States,Wyoming,2010,52,14,21.43,0,0,2,1,0,0,0
States,Puerto Rico,2010,52,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2010,52,X,X,X,X,X,X,X,X,X
States,New York City,2010,52,X,X,X,X,X,X,X,X,X
States,Alabama,2011,1,153,35.95,4,0,10,0,0,41,0
States,Alaska,2011,1,52,21.15,4,0,3,1,0,3,0
States,Arizona,2011,1,207,63.77,17,0,101,0,0,14,0
States,Arkansas,2011,1,51,13.73,2,0,2,0,0,3,0
States,California,2011,1,324,10.8,3,0,11,8,0,13,0
States,Colorado,2011,1,338,15.68,11,0,20,18,0,4,0
States,Connecticut,2011,1,273,45.05,9,0,108,0,0,6,0
States,Delaware,2011,1,195,18.97,10,0,24,0,0,3,0
States,District of Columbia,2011,1,23,17.39,0,0,0,3,0,1,0
States,Florida,2011,1,X,X,X,X,X,X,X,X,X
States,Georgia,2011,1,962,16.53,5,0,11,32,0,111,0
States,Hawaii,2011,1,378,17.99,9,0,19,12,0,28,0
States,Idaho,2011,1,17,88.24,1,0,14,0,0,0,0
States,Illinois,2011,1,94,57.45,11,0,37,0,0,6,0
States,Indiana,2011,1,207,48.79,46,0,21,6,0,28,0
States,Iowa,2011,1,79,40.51,6,0,18,0,0,8,0
States,Kansas,2011,1,17,41.18,4,0,3,0,0,0,0
States,Kentucky,2011,1,79,45.57,27,0,3,1,0,5,0
States,Louisiana,2011,1,X,X,X,X,X,X,X,X,X
States,Maine,2011,1,24,50,2,0,9,0,0,1,0
States,Maryland,2011,1,116,39.66,28,0,14,4,0,0,0
States,Massachusetts,2011,1,30,16.67,2,0,3,0,0,0,0
States,Michigan,2011,1,31,77.42,6,0,15,0,0,3,0
States,Minnesota,2011,1,175,10.29,1,0,11,1,0,5,0
States,Mississippi,2011,1,X,X,X,X,X,X,X,X,X
States,Missouri,2011,1,284,9.15,4,0,5,16,0,1,0
States,Montana,2011,1,51,27.45,0,0,11,3,0,0,0
States,Nebraska,2011,1,62,41.94,1,0,17,0,0,8,0
States,Nevada,2011,1,24,41.67,0,0,6,0,0,4,0
States,New Hampshire,2011,1,29,27.59,1,0,7,0,0,0,0
States,New Jersey,2011,1,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,1,41,53.66,2,0,16,0,0,4,0
States,New York,2011,1,1164,21.65,8,0,132,103,0,9,0
States,North Carolina,2011,1,50,34,9,0,4,0,0,4,0
States,North Dakota,2011,1,75,8,0,0,1,5,0,0,0
States,Ohio,2011,1,79,6.33,1,0,2,0,0,2,0
States,Oklahoma,2011,1,157,44.59,0,0,36,30,0,4,0
States,Oregon,2011,1,24,16.67,1,0,1,0,0,2,0
States,Pennsylvania,2011,1,363,35.54,9,0,102,8,0,10,0
States,Rhode Island,2011,1,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,1,314,10.19,2,0,5,12,0,13,0
States,South Dakota,2011,1,34,61.76,0,0,12,1,0,8,0
States,Tennessee,2011,1,125,26.4,3,0,5,0,0,25,0
States,Texas,2011,1,1181,22.95,8,0,115,89,0,59,0
States,Utah,2011,1,605,28.6,12,0,96,51,0,14,0
States,Vermont,2011,1,X,X,X,X,X,X,X,X,X
States,Virginia,2011,1,126,15.08,6,0,5,4,0,4,0
States,Washington,2011,1,221,13.57,5,0,23,0,0,2,0
States,West Virginia,2011,1,183,20.22,14,0,6,15,0,2,0
States,Wisconsin,2011,1,212,21.7,12,0,29,1,0,4,0
States,Wyoming,2011,1,42,21.43,5,0,4,0,0,0,0
States,Puerto Rico,2011,1,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2011,1,X,X,X,X,X,X,X,X,X
States,New York City,2011,1,X,X,X,X,X,X,X,X,X
States,Alabama,2011,2,124,40.32,5,0,6,0,0,39,0
States,Alaska,2011,2,67,38.81,12,0,13,1,0,0,0
States,Arizona,2011,2,280,67.86,19,0,145,1,0,25,0
States,Arkansas,2011,2,71,29.58,4,0,7,0,0,10,0
States,California,2011,2,330,20.91,10,0,29,10,0,20,0
States,Colorado,2011,2,333,13.81,3,0,6,32,0,5,0
States,Connecticut,2011,2,265,38.49,15,0,83,0,0,4,0
States,Delaware,2011,2,133,27.82,15,0,18,0,0,4,0
States,District of Columbia,2011,2,37,24.32,2,0,1,5,0,1,0
States,Florida,2011,2,X,X,X,X,X,X,X,X,X
States,Georgia,2011,2,668,16.02,9,0,5,50,0,43,0
States,Hawaii,2011,2,361,17.73,6,0,16,9,0,33,0
States,Idaho,2011,2,26,84.62,1,0,21,0,0,0,0
States,Illinois,2011,2,118,58.47,22,0,38,5,0,4,0
States,Indiana,2011,2,272,44.12,56,0,18,10,0,36,0
States,Iowa,2011,2,134,52.99,30,0,22,0,0,19,0
States,Kansas,2011,2,27,62.96,4,0,7,0,0,6,0
States,Kentucky,2011,2,81,35.8,23,0,2,0,0,4,0
States,Louisiana,2011,2,X,X,X,X,X,X,X,X,X
States,Maine,2011,2,35,37.14,4,0,7,0,0,2,0
States,Maryland,2011,2,145,68.28,51,0,38,5,0,5,0
States,Massachusetts,2011,2,39,35.9,0,0,14,0,0,0,0
States,Michigan,2011,2,39,74.36,10,0,14,0,0,5,0
States,Minnesota,2011,2,141,17.73,1,0,20,0,0,4,0
States,Mississippi,2011,2,13,23.08,1,0,1,0,0,1,0
States,Missouri,2011,2,315,15.56,7,0,0,37,0,5,0
States,Montana,2011,2,73,34.25,1,0,19,3,0,2,0
States,Nebraska,2011,2,61,39.34,3,0,20,0,0,1,0
States,Nevada,2011,2,35,37.14,5,0,3,0,0,5,0
States,New Hampshire,2011,2,31,45.16,3,0,11,0,0,0,0
States,New Jersey,2011,2,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,2,40,72.5,3,0,19,1,0,6,0
States,New York,2011,2,989,23.36,9,0,120,92,0,10,0
States,North Carolina,2011,2,100,65,32,0,11,1,0,21,0
States,North Dakota,2011,2,65,16.92,1,0,1,8,0,1,0
States,Ohio,2011,2,141,18.44,9,0,6,8,0,3,0
States,Oklahoma,2011,2,176,47.73,1,0,20,49,0,14,0
States,Oregon,2011,2,15,53.33,4,0,2,0,0,2,0
States,Pennsylvania,2011,2,343,38.19,31,0,77,6,0,17,0
States,Rhode Island,2011,2,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,2,262,11.83,4,0,3,13,0,11,0
States,South Dakota,2011,2,47,57.45,4,0,12,0,0,11,0
States,Tennessee,2011,2,116,26.72,7,0,1,3,0,20,0
States,Texas,2011,2,1049,27.26,13,0,129,89,0,55,0
States,Utah,2011,2,561,25.67,19,0,76,38,0,11,0
States,Vermont,2011,2,16,75,4,0,8,0,0,0,0
States,Virginia,2011,2,163,17.79,4,0,8,11,0,6,0
States,Washington,2011,2,294,13.61,14,0,19,4,0,3,0
States,West Virginia,2011,2,241,19.09,17,0,14,15,0,0,0
States,Wisconsin,2011,2,180,33.89,22,0,28,3,0,8,0
States,Wyoming,2011,2,29,37.93,4,0,6,1,0,0,0
States,Puerto Rico,2011,2,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2011,2,X,X,X,X,X,X,X,X,X
States,New York City,2011,2,X,X,X,X,X,X,X,X,X
States,Alabama,2011,3,113,39.82,10,0,13,1,0,21,0
States,Alaska,2011,3,136,42.65,12,0,41,0,0,5,0
States,Arizona,2011,3,313,61.98,39,0,129,0,0,26,0
States,Arkansas,2011,3,85,32.94,3,0,6,0,0,19,0
States,California,2011,3,309,15.53,12,0,7,13,0,16,0
States,Colorado,2011,3,321,14.64,4,0,6,32,0,5,0
States,Connecticut,2011,3,276,51.09,20,0,112,0,0,9,0
States,Delaware,2011,3,160,45.63,33,0,23,1,0,16,0
States,District of Columbia,2011,3,32,37.5,1,0,2,9,0,0,0
States,Florida,2011,3,X,X,X,X,X,X,X,X,X
States,Georgia,2011,3,548,14.23,2,0,9,44,0,23,0
States,Hawaii,2011,3,283,37.81,30,0,28,15,0,34,0
States,Idaho,2011,3,27,88.89,3,0,19,0,0,2,0
States,Illinois,2011,3,115,57.39,20,0,28,15,0,3,0
States,Indiana,2011,3,311,50.16,64,0,32,13,0,47,0
States,Iowa,2011,3,160,49.38,25,0,19,0,0,35,0
States,Kansas,2011,3,27,70.37,4,0,13,0,0,2,0
States,Kentucky,2011,3,78,48.72,23,0,8,2,0,5,0
States,Louisiana,2011,3,X,X,X,X,X,X,X,X,X
States,Maine,2011,3,36,52.78,8,0,4,0,0,7,0
States,Maryland,2011,3,197,73.6,64,0,75,4,0,2,0
States,Massachusetts,2011,3,50,32,9,0,7,0,0,0,0
States,Michigan,2011,3,24,75,7,0,10,0,0,1,0
States,Minnesota,2011,3,161,15.53,1,0,21,0,0,3,0
States,Mississippi,2011,3,X,X,X,X,X,X,X,X,X
States,Missouri,2011,3,267,14.23,4,0,2,27,0,5,0
States,Montana,2011,3,61,36.07,6,0,10,5,0,1,0
States,Nebraska,2011,3,82,48.78,14,0,17,0,0,9,0
States,Nevada,2011,3,47,36.17,9,0,8,0,0,0,0
States,New Hampshire,2011,3,22,45.45,1,0,7,2,0,0,0
States,New Jersey,2011,3,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,3,60,73.33,14,0,26,0,0,4,0
States,New York,2011,3,996,22.89,8,0,113,101,0,6,0
States,North Carolina,2011,3,102,57.84,35,0,8,0,0,16,0
States,North Dakota,2011,3,104,18.27,2,0,6,9,0,2,0
States,Ohio,2011,3,145,20.69,8,0,2,16,0,4,0
States,Oklahoma,2011,3,252,45.63,1,0,34,40,0,40,0
States,Oregon,2011,3,32,37.5,3,0,6,0,0,3,0
States,Pennsylvania,2011,3,475,46.11,60,0,137,8,0,14,0
States,Rhode Island,2011,3,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,3,314,15.29,8,0,10,18,0,12,0
States,South Dakota,2011,3,67,65.67,7,0,22,0,0,15,0
States,Tennessee,2011,3,137,30.66,14,0,5,0,0,23,0
States,Texas,2011,3,1292,31.11,25,0,145,121,0,111,0
States,Utah,2011,3,668,33.08,40,0,96,48,0,37,0
States,Vermont,2011,3,34,88.24,16,0,10,0,0,4,0
States,Virginia,2011,3,168,33.33,16,0,4,19,0,17,0
States,Washington,2011,3,295,11.86,8,0,21,4,0,2,0
States,West Virginia,2011,3,267,21.35,25,0,8,18,0,6,0
States,Wisconsin,2011,3,248,45.16,45,0,46,7,0,14,0
States,Wyoming,2011,3,36,36.11,3,0,5,1,0,4,0
States,Puerto Rico,2011,3,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2011,3,X,X,X,X,X,X,X,X,X
States,New York City,2011,3,X,X,X,X,X,X,X,X,X
States,Alabama,2011,4,162,42.59,11,0,11,2,0,45,0
States,Alaska,2011,4,206,42.23,24,0,59,0,0,4,0
States,Arizona,2011,4,328,62.5,48,0,116,2,0,39,0
States,Arkansas,2011,4,151,43.71,15,0,29,0,0,22,0
States,California,2011,4,378,25.93,19,0,32,15,0,32,0
States,Colorado,2011,4,438,17.58,8,0,10,45,0,14,0
States,Connecticut,2011,4,239,41.84,19,0,72,0,0,9,0
States,Delaware,2011,4,303,46.53,76,0,53,1,0,11,0
States,District of Columbia,2011,4,42,38.1,1,0,0,15,0,0,0
